Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID
CNG,CenterPoint Energy - Minnegasco,501 W 61 St,"Southbound I-35 W, exit onto Lyndale Avenue to 61st Street",Minneapolis,MN,55419,2299,612-861-8447,E,,Public - call ahead,7:30am-6pm M-F; contact 612-861-8447 to open an account with CenterPoint,Checks,,Q,3000,,,,,,,200-8,44.8914789,-93.285818,2011-12-31,606
CNG,Metropolitan Utilities District of Omaha - Construction Center,3100 S 61st Ave,,Omaha,NE,68106,3600,,E,,Private access only,"Emergency access on a case by case basis, call 402-504-7866 or 402-504-7790 for arrangements",,,Q,3000 3600,,,,,,,200-8,41.231071,-96.008377,2011-12-31,622
CNG,Clean Energy - Arvada,5901 Sheridan Blvd,"I-70 or I-76, exit onto Sheridan Boulevard N, Sheridan and 60th Avenue",Arvada,CO,80003,5719,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,B,3000,,,,,,,200-8,39.803494,-105.0528984,2011-06-30,629
CNG,Clean Energy - Castle Rock,3103 N Industrial Way,"I-25, exit onto Meadows Parkway W, left on Industrial, at US-85",Castle Rock,CO,80104,2803,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.407093,-104.872012,2011-06-30,633
CNG,Clean Energy - Valero #4086,1001 Broadway St,"I-25, exit onto Speer Boulevard S, left on Colfax Avenue, right on Broadway",Denver,CO,80204,2707,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.732326,-104.987834,2011-06-30,635
CNG,Clean Energy - Valero #4095,5810 N Broadway St,"I-70, exit north onto I-25, 58th Street exit west to Broadway, at I-25",Denver,CO,80216,8025,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000,,,,,,,200-8,39.802261,-104.986875,2011-06-30,640
CNG,Clean Energy - Valero #4079,2210 S Colorado Blvd,"I-25, exit onto Evans Avenue W, left, at Warren Avenue",Denver,CO,80222,4914,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.6763669,-104.9406181,2011-06-30,644
CNG,Clean Energy - Denver,1123 W 3rd Ave,,Denver,CO,80223,1351,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,Clean Energy,,B,3000,,,,,,,200-8,39.722172,-105.002983,2011-06-30,645
CNG,Xcel Energy,10001 W Hampden Ave,"W Hampden Avenue/US-285, exit on Kipling Street N, station on left",Lakewood,CO,80227,4321,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,39.6561676,-105.1110096,2011-08-31,646
CNG,Clean Energy - Denver International Airport Rental Car,22800 E 78th Ave,"I-70, exit onto Pena Boulevard to DIA, follow signs to rental car return",Denver,CO,80249,6385,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.8381531,-104.7090179,2011-06-30,648
CNG,Xcel Energy,2655 N 63rd St,,Boulder,CO,80301,2934,,E,,Private access only,,,,B,3000,,,,,,,200-8,40.020426,-105.210915,2011-08-31,649
CNG,Clean Energy - Amoco,2990 Baseline Rd,"US-36, east on Baseline Road, at 30th",Boulder,CO,80303,2314,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000,,,,,,,200-8,39.9997242,-105.2534112,2011-06-30,650
CNG,National Fuels - Niagara Falls,6250 Packard Rd,"I-190, exit 23, before Walmart",Niagara Falls,NY,14304,5904,716-827-5505,E,,Public - card key at all times,24 hours daily with National Fuels card; call station number to arrange for card key,,,Q,3000,,,,,,,200-8,43.105566,-78.9930119,2011-04-30,659
CNG,National Grid - Clean Energy,1125 Broadway,"Just south and west  of I-90/I-787 Interchange, between Loudonville Rd and N 1st St",Albany,NY,12204,,866-278-3674,E,,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,42.6691953,-73.7399119,2011-08-31,703
CNG,Daimler Buses North America,165 Base Rd,,Oriskany,NY,13424,0748,,E,,Private access only,,,,B,2400 3000 3600,,,,,,,200-8,43.15199,-75.378601,2011-02-28,710
CNG,Northwest Natural Gas - Tualatin Service Center,7100 SW McEwan Rd,,Tualatin,OR,97035,7838,,E,,Private access only,,,,B,2400 3000,,,,,,,200-8,45.3904459,-122.7460352,2012-02-29,711
CNG,Northwest Natural Gas - South Center,19200 SW Teton Ave,,Tualatin,OR,97062,8836,,E,,Private access only,,,,B,3000,,,,,,,200-8,45.381834,-122.782222,2012-02-29,712
CNG,Northwest Natural Gas - Parkrose Service Center,12120 NE Inverness Dr,,Portland,OR,97220,1024,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,45.562809,-122.537882,2012-02-29,716
CNG,Northwest Natural Gas - Mt Scott Service Center,9222 SE Knapp St,,Portland,OR,97266,5504,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,45.46966,-122.56719,2012-02-29,717
CNG,Northwest Natural Gas - Salem Service Center,3123 Broadway St NE,,Salem,OR,97303,5099,,E,,Private access only,,,,B,3000,,,,,,,200-8,44.97134,-123.029354,2012-02-29,718
CNG,State of Oregon Department of Administrative Services Motor Pool,1100 Airport Rd SE,,Salem,OR,97310,1204,503-378-4304,E,,Private - government only,,,,Q,3000,,,,,,,200-8,44.9225812,-123.002882,2012-02-29,719
CNG,City of Oklahoma City,621 N Pennsylvania Ave,,Oklahoma City,OK,73107,6403,,E,,Private - government only,,,,T,3000,,,,,,,200-8,35.473942,-97.5515099,2011-05-31,735
CNG,United Parcel Service - Oklahoma City,901 S Portland Ave,,Oklahoma City,OK,73108,2095,,E,,Private access only,,,,Q,3000 3600,,,,,,,200-8,35.4558188,-97.5847433,2011-03-31,737
CNG,Oklahoma Natural Gas - Northside Service Center,4901 N Santa Fe Ave,,Oklahoma City,OK,73118,7911,,E,,Private access only,,,,B,3000,,,,,,,200-8,35.5221258,-97.5121425,2011-05-31,739
CNG,Oklahoma Natural Gas - Southside Service Center,412 SE 59th St,,Oklahoma City,OK,73129,5640,888-609-2410,E,,Public - credit card at all times,24 hours daily; call 888-609-2410 for Fuelman card key,M V FuelMan Voyager,,B,3600,,,,,,,200-8,35.4062114,-97.5027138,2011-02-28,740
CNG,Oklahoma Natural Gas - Southern Oklahoma Development Association,1995 Veterans Blvd,"I-35, exit 33,  0.75 mile on north side of Veterans Boulevard/State Highway 42",Ardmore,OK,73401,9516,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,Q,3000 3600,,,,,,,200-8,34.2019361,-97.1541764,2011-05-31,743
CNG,City of Enid Maintenance Facility,1502 W Poplar Ave,,Enid,OK,73703,3344,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.410102,-97.901098,2011-05-31,747
CNG,Oklahoma Natural Gas - Enid Service Center,421 S Garland Rd,,Enid,OK,73703,3344,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.393239,-97.942047,2011-05-31,748
CNG,Sand Springs Schools,410 W 55th St,,Sand Springs,OK,74063,0970,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.0847134,-96.1297041,2011-05-31,750
CNG,Phillips 66 Station,179 Turner Tpke,"I-44, Stroud exit next to McDonald's, station behind Kicks 66",Stroud,OK,74079,,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,Q,3000,,,,,,,GPS,35.751853,-96.689631,2011-05-31,752
CNG,Oklahoma Natural Gas - OK Parking Garage,111 W 6th St,,Tulsa,OK,74103,4240,,E,,Private access only,,,,B,3000,,,,,,,200-8,36.1500419,-95.9909192,2011-05-31,753
CNG,Oklahoma Natural Gas - Tulsa Service Center,5848 E 15th St,,Tulsa,OK,74112,6412,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.138765,-95.9112899,2011-05-31,755
CNG,Tulsa Public Schools,1815 N 77th E Ave,,Tulsa,OK,74157,5717,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.1793318,-95.8889819,2011-05-31,756
CNG,United Parcel Service,5805 S 118 E Ave,,Tulsa,OK,74146,6839,,E,,Private access only,,,,Q,3000,,,,,,,200-8,36.079433,-95.844262,2011-05-31,762
CNG,Tulsa Public Schools - McBirney Site,1012 W 36th Pl,,Tulsa,OK,74157,5717,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.1105633,-96.0032629,2011-05-31,763
CNG,Oklahoma Natural Gas - Muskogee Service Center,2616 W Border St,"At Highway 69, 1 block east",Muskogee,OK,74401,5757,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,35.7405107,-95.3961096,2011-05-31,765
CNG,Oklahoma Natural Gas - Ponca City Service Center,2205 N Ash St,,Ponca City,OK,74601,1108,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.7303192,-97.0937235,2011-05-31,767
CNG,Oklahoma Natural Gas - Shawnee Service Center,1444 N Kickapoo St,,Shawnee,OK,74801,4826,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,35.3461591,-96.9299562,2011-05-31,768
CNG,Oklahoma State Motor Pool,2307 N Central Ave,,Oklahoma City,OK,73129,1831,,E,,Private - government only,,,,Q,3000,,,,,,,200-8,35.4425189,-97.5068694,2011-05-31,773
CNG,PECO Energy - Warminster Station,388 Park Ave,"I-276, exit onto SR-611 N, right onto Blair Mill Road, right onto County Line Road, left onto Park Avenue, station is on left",Warminster,PA,18974,4885,610-648-7809,E,,Private access only,,,,B,3000,,,,,,,200-8,40.1943556,-75.0901328,2011-04-30,774
CNG,PECO Energy - Baldwin Service Building,1510 Chester Pike,"I-476, exit onto MacDade Boulevard S, left onto Bullens Lane, left onto Chester Park, right onto Simpson Avenue, station on left at 10th Street intersection",Eddystone,PA,19022,1338,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,39.863989,-75.3371251,2011-04-30,776
CNG,PECO Energy - Berwyn Station,1050 Swedesford Rd,"US-202, exit at SR-252 N, at Cassatt Road",Berwyn,PA,19312,1080,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,40.059926,-75.463006,2011-04-30,778
CNG,PECO Energy - West Conshohocken Station,300 Front St,Route 23 at PECO Fire Academy,West Conshohocken,PA,19428,2723,610-648-7809,E,,Private access only,,,,T,3000,,,,,,,200-8,40.0772369,-75.318319,2011-04-30,784
CNG,PECO Energy - Phoenixville Service Building,1101 W Bridge St,"US-422, take SR-29 south to Phoenixville, at Lyndon Lane",Phoenixville,PA,19460,4270,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,40.125557,-75.536833,2011-04-30,786
CNG,PECO Energy - Plymouth Station,680 Ridge Pike,"I-476 N, exit onto Chemical Road S, right into PECO Energy driveway",Plymouth Meeting,PA,19462,1945,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,B,3000 3600,,,,,,,200-8,40.0966115,-75.296904,2011-03-31,787
CNG,Clean Energy - National Grid Providence,670 Allens Ave,"I-95, exit 18, US-1A to Allens Ave",Providence,RI,02903,4612,866-278-3674,E,,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp CleanEnergy,,Q,3000 3600,,,,,,,200-8,41.7953635,-71.3980751,2011-06-30,788
CNG,PG&E Grass Valley Service Center,W McKnight Way,"Exit Highway 49 at McKnight Way, west 2 blocks, station on right",Grass Valley,CA,95945,9613,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,GPS,39.199642,-121.061028,2011-04-30,792
CNG,Pinnacle CNG - United Parcel Service,4500 Norris Canyon Rd,"Exit I-680 at Crow Canyon Road, west to San Ramon Valley Boulevard, left/south to Norris Canyon Road, turn left/east, station on left",San Ramon,CA,94583,1369,432-694-0202,E,,Public - credit card at all times,24 hour access with Pinnacle card; restricted access 6pm-10pm while UPS fuels fleet,M V,,Q,3000 3600,,,,,,,200-8,37.7731687,-121.9683996,2011-03-31,797
CNG,PG&E Santa Cruz Service Center,615 7th Ave,"Exit Highway 17 to Highway 1 E toward Monterey. Exit Highway 1 at Soquel Ave, west then south on 7th Ave, station on right",Santa Cruz,CA,95062,2795,800-684-4648,E,,Public - card key at all times,6am-5pm M-F; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,200-8,36.969267,-121.999295,2011-04-30,798
CNG,PG&E Bakersfield Service Center,4101 Wible Rd,"Exit Highway 99 at White Land, west to Wible Rd, go south, station on right",Bakersfield,CA,93313,2621,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000 3600,,,,,,,200-8,35.3175985,-119.0390967,2011-04-30,801
CNG,Clovis Unified School District,1450 Herndon Ave,"Exit Highway 41 at Herndon Avenue, east to Sunnyside Avenue, right on Sunnyside, station on left",Clovis,CA,93611,0599,,E,,Private - government only,,,,Q,3000,,,,,,,200-8,36.836922,-119.689693,2011-03-31,804
CNG,PG&E Fresno Service Center,3754 E California Ave,"From Highway 99 northbound, exit at E Jensen Ave, turn right and travel east 0.75 mile (turns into Jensen Bypass), left on S Pullman Ave, left again onto E Jensen, follow the road around as it turns into S Orange Ave, north on S Orange for 1 mile to E California Ave turn right onto E California, travel east 0.25 mile, station is on the right",Fresno,CA,93702,,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000 3600,,,,,,,200-8,36.7213509,-119.760706,2011-04-30,806
CNG,PG&E Salinas Service Center,390 Griffin St,"Exit Highway 101 S at John St, right on Griffin.  Exit Highway 101 N at Wood St, left on John St, right on Work St, right on E Alisal St, at corner of E Alisal and Griffin",Salinas,CA,93901,4304,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,36.672264,-121.6411254,2011-04-30,809
CNG,PG&E San Carlos Service Center,275 Industrial Way,"Exit Highway 101 at Holly St, west to Industrial Way, right on Industrial, station on right",San Carlos,CA,94002,4067,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,GPS,37.520919,-122.265912,2011-11-30,810
CNG,PG&E San Francisco Service Center,536 Treat Ave,"US-101, exit onto 9th St, left on Harrison, right on 19th St, right on Treat Ave",San Francisco,CA,94110,2014,800-684-4648,E,,Public - card key at all times,6am-6pm M-F; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.760527,-122.4137745,2011-04-30,813
CNG,PG&E Concord Service Center,1030 Detroit Ave,"Exit I-680 S at Gregory Ln, left on Contra Costa, left on Monument Blvd, right on Detroit. Exit I-680 N at Monument, east then right on Detroit, station on left",Concord,CA,94518,2487,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000 3600,,,,,,,200-8,37.9561459,-122.028624,2011-04-30,816
CNG,PG&E Hayward Service Center,24300 Clawiter Rd,"Exit Highway 92/San Mateo Bridge at Clawiter Rd, go north, station on right. Exit I-880 at Winton Ave, go west, left on Clawiter, station on left",Hayward,CA,94545,2200,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,Q,3000 3600,,,,,,,200-8,37.642404,-122.117858,2011-04-30,818
CNG,Lawrence Livermore National Laboratory,7000 East Ave,,Livermore,CA,94551,,,E,,Private - government only,Site-specific ID and payment card required,,,,,,,,,,,GPS,37.681216,-121.698978,2011-09-30,820
CNG,PG&E Richmond Service Center,1100 S 27th St,"Exit I-580 at Marina Bay Pkwy and go south, left onto Pierson Ave and turn right onto 27th St, station on the right",Richmond,CA,94804,4571,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.9164209,-122.3436096,2011-04-30,826
CNG,PG&E San Rafael Service Center,1220 Andersen Dr,"Exit US-101 N at Richmond Bridge, right on Bellam Blvd, left on Andersen. Exit US-101 S at Francisco Blvd W, under highway, left on Andersen. Exit I-580 W at Bellam, left on Bellam, left on Andersen",San Rafael,CA,94901,5332,800-684-4648,E,,Public - card key at all times,7am-5pm M-F; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.951236,-122.499682,2011-04-30,827
CNG,PG&E Cupertino Service Center,10900 N Blaney Ave,"Exit I-280 at Wolfe Rd, north on Wolfe, left on Homestead Rd, station on left",Cupertino,CA,95014,0599,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,200-8,37.3358053,-122.0234568,2011-04-30,828
CNG,PG&E San Jose Service Center,308 Stockton Ave,"Exit I-880 at the Alameda, south 1 mile, east on Lenzen Ave.  Exit Highway 101 S at Guadalupe Pkwy, go south, right on Julian St, right on Stockton Ave, right on Lenzen, station on right",San Jose,CA,95126,2764,800-684-4648,E,,Public - card key at all times,7:30am-5pm M-F; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.3337657,-121.9058609,2011-04-30,829
CNG,PG&E Stockton Service Center,4040 West Ln,"Exit I-5/Highway 99 at Hammer Ln, go toward central Stockton, south on West Ln about 1.5 miles, station on left",Stockton,CA,95204,2436,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.9911869,-121.28407,2011-04-30,832
CNG,PG&E Santa Rosa Service Center,3965 Occidental Rd,"Exit Highway 101 and Highway 12, go west and exit at Stony Point Rd, across intersection on Occidental Rd, station on right",Santa Rosa,CA,95401,5898,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,38.4286467,-122.7669384,2011-04-30,834
CNG,PG&E Auburn Service Center,333 Sacramento St,"Exit I-80 at Maple Ave eastbound or Nevada Street/Placer Rd westbound (Maple becomes Auburn-Folsom Rd), past 7-11 store on Auburn-Folsom Rd, left on Sacramento St, station on left",Auburn,CA,95603,5568,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,38.888861,-121.074168,2011-04-30,835
CNG,PG&E Davis Service Center,1415 2nd St,"Exit I-80 at Richards Blvd, go north, quick right on 1st Street, left on F St, right on 3rd St, right on L St, station on left",Davis,CA,95616,4299,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,200-8,38.5448988,-121.7331228,2011-04-30,836
CNG,Sacramento Regional Transit District,1400 29th St,At N St,Sacramento,CA,95816,6406,,E,,Private - government only,,,,Q,3600,,,,,,,200-8,38.568857,-121.470192,2011-04-30,839
CNG,PG&E Florin-Perkins Service Center,5555 Florin-Perkins Rd,"Exit Highway 50 at Howe Ave/Power Inn Rd, south on Power Inn, left on Fruitridge Ave, enter facility on Fruitridge Ave on the left past Florin-Perkins Rd intersection; Enter through gate #4",Sacramento,CA,95826,4870,800-684-4648,E,,Public - card key at all times,7am-5pm M-F; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,200-8,38.526126,-121.388521,2011-04-30,842
CNG,Anderson Union High School District,1471 Ferry St,,Anderson,CA,96007,3397,,E,,Private access only,,,,T,3000,,,,,,,200-8,40.4443301,-122.3058503,2011-03-31,844
